PERMNO,date,NAMEENDT,SHRCD,EXCHCD,SICCD,NCUSIP,TICKER,COMNAM,SHRCLS,TSYMBOL,NAICS,PRIMEXCH,TRDSTAT,SECSTAT,PERMCO,ISSUNO,HEXCD,HSICCD,CUSIP,DCLRDT,DLAMT,DLPDT,DLSTCD,NEXTDT,PAYDT,RCRDDT,SHRFLG,HSICMG,HSICIG,DISTCD,DIVAMT,FACPR,FACSHR,ACPERM,ACCOMP,SHRENDDT,NWPERM,DLRETX,DLPRC,DLRET,TRTSCD,NMSIND,MMCNT,NSDINX,BIDLO,ASKHI,PRC,VOL,RET,BID,ASK,SHROUT,CFACPR,CFACSHR,ALTPRC,SPREAD,ALTPRCDT,RETX,vwretd,vwretx,ewretd,ewretx,sprtrn
84788,20070131,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,,,,,,1,6,74,17,36.43000,38.90000,37.67000,1306299,-0.045362,37.68000,37.68000,414000,1,1,37.67000,,20070131,-0.045362,0.019397,0.018461,0.022283,0.021357,0.014059
84788,20070228,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20070329,,,,,1,6,76,17,37.16000,41.51000,39.14000,1590461,0.039023,39.19000,39.21000,414679,1,1,39.14000,,20070228,0.039023,-0.013988,-0.015979,0.002111,0.000857,-0.021846
84788,20070330,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20070416,,,,,1,6,76,17,37.05000,39.81000,39.79000,1422737,0.016607,39.77000,39.79000,409000,1,1,39.79000,,20070330,0.016607,0.012950,0.011475,0.006545,0.004805,0.009980
84788,20070430,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20070628,,,,,1,6,75,17,40.42000,62.78100,61.33000,3494841,0.541342,61.29000,61.34000,409698,1,1,61.33000,,20070430,0.541342,0.039815,0.038449,0.027044,0.025768,0.043291
84788,20070531,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,,,,,,1,6,74,17,60.58000,69.86000,69.14000,3176083,0.127344,69.09000,69.14000,409698,1,1,69.14000,,20070531,0.127344,0.038932,0.036643,0.023123,0.021362,0.032549
84788,20070629,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20070718,,,,,1,6,73,17,67.48000,73.65000,68.41000,2398896,-0.010558,68.41000,68.44000,413000,1,1,68.41000,,20070629,-0.010558,-0.014765,-0.016128,-0.007907,-0.009857,-0.017816
84788,20070731,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20070927,,,,,1,6,76,17,68.73000,86.17990,78.54000,2662588,0.148078,78.49000,78.55000,413399,1,1,78.54000,,20070731,0.148078,-0.031760,-0.032764,-0.043537,-0.044642,-0.031982
84788,20070831,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,,,,,,1,6,74,17,72.38000,79.91000,79.91000,1758104,0.017443,79.79000,79.87000,413399,1,1,79.91000,,20070831,0.017443,0.011630,0.009677,-0.011712,-0.013287,0.012864
84788,20070928,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20071016,,,,,1,6,72,17,82.70000,93.47990,93.15000,1223074,0.165686,93.15000,93.16000,415000,1,1,93.15000,,20070928,0.165686,0.040842,0.039325,0.025364,0.023661,0.035794
84788,20071031,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20071230,,,,,1,6,73,1,88.21000,100.82000,89.15000,2317527,-0.042941,89.08000,89.15000,415177,1,1,89.15000,,20071031,-0.042941,0.025796,0.024655,0.017406,0.016144,0.014822
84788,20071130,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,,,,,,1,6,71,72,77.00000,90.56000,90.56000,1807344,0.015816,90.48000,90.54000,415177,1,1,90.56000,,20071130,0.015816,-0.049327,-0.051276,-0.076617,-0.078118,-0.044043
84788,20071231,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20080131,,,,,1,6,70,72,85.09000,94.45000,92.64000,1267112,0.022968,92.64000,92.75000,416000,1,1,92.64000,,20071231,0.022968,-0.004423,-0.006511,-0.010989,-0.014282,-0.008628
84788,20080131,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,,,,,,1,6,69,72,73.95000,96.25000,77.70000,2887044,-0.161269,77.58000,77.63000,416000,1,1,77.70000,,20080131,-0.161269,-0.062138,-0.063243,-0.045066,-0.046160,-0.061163
84788,20080229,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20080330,,,,,1,6,70,72,64.47000,77.73000,64.47000,2112514,-0.170270,64.51000,64.55000,417212,1,1,64.47000,,20080229,-0.170270,-0.021663,-0.023605,-0.021401,-0.022916,-0.034761
84788,20080331,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20080417,,,,,1,6,71,72,62.43000,75.95000,71.30000,1932182,0.105941,71.30000,71.31000,417000,1,1,71.30000,,20080331,0.105941,-0.010421,-0.012160,-0.025309,-0.027567,-0.005960
84788,20080430,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20080629,,,,,1,6,69,72,71.99000,81.97000,78.63000,1979034,0.102805,78.66000,78.76000,417680,1,1,78.63000,,20080430,0.102805,0.051060,0.049736,0.031907,0.030490,0.047547
84788,20080530,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,,,,,,1,6,67,72,72.41000,82.29000,81.62000,1529391,0.038026,81.53000,81.61000,417680,1,1,81.62000,,20080530,0.038026,0.023808,0.021494,0.031787,0.029774,0.010674
84788,20080630,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20080716,,,,,1,6,68,72,73.33000,84.51000,73.33000,1533312,-0.101568,73.26000,73.31000,426000,1,1,73.33000,,20080630,-0.101568,-0.078426,-0.080241,-0.086631,-0.088751,-0.085962
84788,20080731,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20080929,,,,,1,6,69,72,66.28000,78.72000,76.34000,2158736,0.041047,76.34000,76.38000,425921,1,1,76.34000,,20080731,0.041047,-0.013341,-0.014690,-0.001295,-0.002657,-0.009859
84788,20080829,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,,,,,,1,6,68,72,75.71000,88.09000,80.81000,1491269,0.058554,80.81000,80.88000,425921,1,1,80.81000,,20080829,0.058554,0.010566,0.008576,0.013023,0.011122,0.012191
84788,20080930,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20081015,,,,,1,6,68,72,63.35000,81.41000,72.76000,1925654,-0.099616,72.74000,72.76000,429000,1,1,72.76000,,20080930,-0.099616,-0.097980,-0.099770,-0.120091,-0.122188,-0.090791
84788,20081031,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20081230,,,,,1,6,67,72,48.72000,69.58000,57.24000,3321823,-0.213304,57.23000,57.24000,428832,1,1,57.24000,,20081031,-0.213304,-0.184648,-0.186136,-0.205222,-0.206835,-0.169425
84788,20081128,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,,,,,,1,6,65,72,35.03000,58.45000,42.70000,2284628,-0.254018,42.63000,42.66000,428832,1,1,42.70000,,20081128,-0.254018,-0.084615,-0.087354,-0.130320,-0.132591,-0.074849
84788,20081231,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20090121,,,,,1,6,68,72,40.47000,53.18000,51.28000,2076171,0.200937,51.22000,51.32000,428000,1,1,51.28000,,20081231,0.200937,0.022154,0.019087,0.042176,0.037024,0.007822
84788,20090130,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20090226,,,,,1,6,72,72,48.44000,58.82000,58.82000,2057604,0.147036,58.82000,58.83000,428583,1,1,58.82000,,20090130,0.147036,-0.077315,-0.078709,-0.024042,-0.025384,-0.085657
84788,20090227,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20090330,,,,,1,6,71,72,61.06000,66.71000,64.79000,1925776,0.101496,64.56000,64.75000,429120,1,1,64.79000,,20090227,0.101496,-0.100271,-0.103457,-0.107667,-0.109769,-0.109931
84788,20090331,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20090416,,,,,1,6,69,72,60.49000,75.58000,73.44000,2347823,0.133508,73.41000,73.43000,429000,1,1,73.44000,,20090331,0.133508,0.086748,0.083489,0.107474,0.104391,0.085405
84788,20090430,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20090629,,,,,1,6,69,72,73.50000,84.46000,80.52000,1913170,0.096405,80.50000,80.52000,429648,1,1,80.52000,,20090430,0.096405,0.109352,0.107516,0.192762,0.190929,0.093925
84788,20090529,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,,,,,,1,6,69,72,73.60000,81.99000,77.99000,1428518,-0.031421,77.82000,77.99000,429648,1,1,77.99000,,20090529,-0.031421,0.067774,0.065124,0.102330,0.100210,0.053081
84788,20090630,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20090716,,,,,1,6,69,72,77.68000,87.56000,83.66000,1572317,0.072702,83.70000,83.71000,432000,1,1,83.66000,,20090630,0.072702,-0.003099,-0.005042,0.023921,0.021352,0.000196
84788,20090731,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20090929,,,,,1,6,69,72,75.63000,93.87000,85.76000,1811170,0.025102,85.77000,85.83000,431807,1,1,85.76000,,20090731,0.025102,0.081752,0.080331,0.085217,0.083763,0.074142
84788,20090831,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,,,,,,,,,,,,,,,,,,,81.06000,87.44000,81.19000,1175405,-0.053288,81.19000,81.23000,431807,1,1,81.19000,,20090831,-0.053288,0.031469,0.029310,0.056864,0.055310,0.033560
84788,20090930,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20091018,,,,,1,6,70,72,78.14000,93.75000,93.36000,1335885,0.149895,93.19000,93.37000,433000,1,1,93.36000,,20090930,0.149895,0.045216,0.043576,0.071255,0.069383,0.035723
84788,20091030,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20091230,,,,,1,6,69,72,88.67000,124.63990,118.81000,2762898,0.272601,118.78000,118.84000,432983,1,1,118.81000,,20091030,0.272601,-0.027971,-0.029227,-0.050612,-0.051739,-0.019762
84788,20091130,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,,,,,,1,6,71,72,117.10000,135.91000,135.91000,1664104,0.143927,135.89999,135.91000,432983,1,1,135.91000,,20091130,0.143927,0.057117,0.054661,0.028476,0.026485,0.057364
84788,20091231,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20100121,,,,,1,6,70,72,126.91000,142.25000,134.52000,2141367,-0.010227,134.52000,134.64000,444000,1,1,134.52000,,20091231,-0.010227,0.028430,0.026404,0.055001,0.051972,0.017771
84788,20100129,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20100224,,,,,1,6,70,72,119.48000,134.69000,125.41000,2379285,-0.067722,125.25000,125.32000,444546,1,1,125.41000,,20100129,-0.067722,-0.037098,-0.038111,-0.011388,-0.012292,-0.036974
84788,20100226,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20100330,,,,,1,6,68,72,115.94000,120.09000,118.40000,2155519,-0.055897,118.27000,118.37000,445226,1,1,118.40000,,20100226,-0.055897,0.034786,0.032700,0.033603,0.032232,0.028514
84788,20100331,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20100415,,,,,1,6,67,72,124.54000,136.57899,135.77000,1631461,0.146706,135.73000,135.78999,446000,1,1,135.77000,,20100331,0.146706,0.063626,0.061940,0.069289,0.067252,0.058796
84788,20100430,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20100629,,,,,1,6,68,72,131.49001,150.09000,137.10001,1789496,0.009796,137.11000,137.12000,445672,1,1,137.10001,,20100430,0.009796,0.020063,0.018950,0.057843,0.056698,0.014759
84788,20100528,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,,,,,,1,6,69,72,119.71000,137.49001,125.46000,1464113,-0.084902,125.26000,125.46000,445672,1,1,125.46000,,20100528,-0.084902,-0.079163,-0.081251,-0.076929,-0.078435,-0.081976
84788,20100630,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20100714,,,,,1,6,70,72,108.61000,128.75999,109.26000,1389985,-0.129125,109.26000,109.34000,448000,1,1,109.26000,,20100630,-0.129125,-0.050745,-0.052485,-0.056799,-0.058868,-0.053882
84788,20100730,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20100929,,,,,1,6,71,72,109.14000,123.65000,117.89000,1811887,0.078986,117.89000,117.97000,447825,1,1,117.89000,,20100730,0.078986,0.070309,0.068611,0.059940,0.058682,0.068778
84788,20100831,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,,,,,,,,,,,,,,,,,,,120.07000,130.00000,124.83000,1181509,0.058868,124.86000,124.87000,447825,1,1,124.83000,,20100831,0.058868,-0.042844,-0.044969,-0.047566,-0.049083,-0.047449
84788,20100930,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20101013,,,,,1,6,72,72,132.49001,160.73000,157.06000,1397664,0.258191,157.03999,157.06000,449000,1,1,157.06000,,20100930,0.258191,0.091547,0.089664,0.096418,0.094485,0.087551
84788,20101029,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20101230,,,,,1,6,73,72,153.03000,169.95000,165.23000,1492499,0.052018,165.14999,165.16000,448837,1,1,165.23000,,20101029,0.052018,0.038512,0.036990,0.040681,0.039488,0.036856
84788,20101130,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,,,,,,1,6,71,72,157.78000,179.49001,175.39999,1372950,0.061551,175.39999,175.46001,448837,1,1,175.39999,,20101130,0.061551,0.005125,0.002925,0.010736,0.008972,-0.002290
84788,20101231,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20110118,,,,,1,6,68,72,173.94000,184.75999,180.00000,983320,0.026226,179.91000,180.00999,451000,1,1,180.00000,,20101231,0.026226,0.067205,0.064873,0.068851,0.065469,0.065300
84788,20110131,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20110224,,,,,1,6,70,72,169.64000,191.25000,169.64000,1192172,-0.057556,169.64000,169.72000,451004,1,1,169.64000,,20110131,-0.057556,0.019137,0.018182,0.014412,0.013611,0.022646
84788,20110228,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20110330,,,,,1,6,69,1,172.11000,190.42000,173.28999,1013798,0.021516,173.24001,173.28000,451616,1,1,173.28999,,20110228,0.021516,0.038175,0.036243,0.037036,0.035725,0.031957
84788,20110331,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20110418,,,,,1,6,70,55,160.97000,180.13000,180.13000,1263632,0.039471,180.13000,180.14000,452000,1,1,180.13000,,20110331,0.039471,0.003353,0.001768,0.008605,0.006786,-0.001047
